Tag Counts:
Tag,Count
sv_p4,7886
sv_p1,7798
email,8047
sv_p5,8418
sv_p2,8675
sv_p3,8572
Untagged,0

Port/Protocol Combination Counts:
Port,Protocol,Count
58973,icmp,12
24769,icmp,12
15428,icmp,15
48943,tcp,10
34912,tcp,5
50346,icmp,14
62789,icmp,7
30920,udp,9
62296,tcp,10
58633,icmp,10
3159,udp,9
14961,tcp,19
7169,icmp,7
27963,icmp,4
19564,udp,10
22612,icmp,14
45884,tcp,12
52409,udp,12
10613,udp,8
63335,tcp,14
7356,tcp,16
62735,udp,11
42142,tcp,8
5428,udp,14
23118,icmp,9
58760,icmp,7
12008,udp,5
48287,icmp,11
41387,icmp,8
43022,icmp,11
50174,udp,4
659,udp,12
63964,icmp,11
25439,udp,7
1224,tcp,8
45864,tcp,10
46100,tcp,5
16458,icmp,8
3151,icmp,6
29029,udp,8
38550,tcp,14
2901,icmp,9
31501,icmp,13
53146,udp,7
59902,icmp,9
50823,tcp,10
24940,icmp,7
64663,udp,4
55523,icmp,10
44158,udp,11
9161,tcp,9
6174,udp,14
38549,icmp,8
49116,tcp,6
33290,tcp,8
45014,icmp,10
63823,udp,8
21724,tcp,8
64584,tcp,13
55449,tcp,10
37076,udp,10
1180,tcp,7
21442,tcp,13
38280,tcp,9
6458,udp,16
45961,icmp,8
43644,icmp,4
55881,icmp,9
28565,tcp,9
57361,tcp,7
8676,icmp,12
58068,icmp,10
48833,icmp,14
25685,udp,8
33513,tcp,9
37999,tcp,10
24946,udp,11
28276,udp,10
64614,udp,9
28858,tcp,6
59503,udp,12
34074,icmp,9
15328,udp,14
4180,tcp,11
11949,icmp,9
1452,tcp,9
61704,icmp,14
16119,tcp,12
64930,udp,11
23206,tcp,11
25776,udp,5
16882,udp,14
40763,icmp,11
59890,udp,12
16137,udp,13
26929,udp,10
32547,icmp,12
6302,tcp,12
45676,udp,5
15219,icmp,6
59766,tcp,9
1583,udp,16
55813,icmp,15
18621,icmp,15
2509,tcp,13
999,icmp,15
17174,icmp,11
40953,icmp,7
40930,tcp,7
36276,icmp,9
38839,tcp,9
34778,tcp,12
16052,tcp,9
20828,udp,13
46815,tcp,12
4921,icmp,11
18542,tcp,15
15150,tcp,9
48940,udp,13
23992,udp,10
58815,icmp,6
13661,tcp,13
56740,tcp,8
14940,tcp,11
48660,udp,12
6598,icmp,7
28571,tcp,9
37756,icmp,12
38427,udp,9
19096,tcp,9
5822,udp,13
5498,icmp,10
31864,icmp,16
43218,udp,13
12979,icmp,9
39216,tcp,9
4200,udp,3
32344,icmp,7
46895,tcp,9
57669,udp,7
41071,tcp,10
49289,tcp,7
64033,udp,10
35157,udp,7
39005,icmp,12
49666,udp,7
4783,tcp,8
23540,tcp,13
22770,udp,13
20593,udp,10
30544,icmp,7
6272,tcp,7
52398,icmp,10
54044,udp,13
17407,udp,4
51062,udp,11
27097,icmp,10
14281,icmp,11
30714,tcp,10
37095,tcp,7
17558,icmp,8
43080,udp,7
62366,tcp,11
1782,icmp,14
40500,udp,7
23202,tcp,9
6504,udp,8
12410,tcp,12
41,udp,9
8534,udp,10
42383,icmp,10
33489,icmp,11
39265,udp,7
40036,tcp,13
33349,udp,5
51125,udp,9
21874,udp,5
11296,tcp,9
8200,tcp,7
63142,tcp,10
22498,icmp,10
29671,udp,8
25481,icmp,5
26031,icmp,11
15033,icmp,8
1073,tcp,9
24059,udp,11
53676,icmp,17
65339,icmp,11
17874,icmp,14
32942,tcp,10
51242,icmp,8
46507,icmp,14
8166,icmp,17
41982,udp,8
15953,udp,8
31102,icmp,13
59753,icmp,11
33658,tcp,13
48899,udp,9
10600,tcp,11
55876,udp,5
7850,udp,12
52448,icmp,12
21409,icmp,9
21658,tcp,12
59574,icmp,10
26691,icmp,12
33094,icmp,14
20584,icmp,6
51553,tcp,7
16896,udp,10
21668,udp,6
38164,tcp,10
12273,icmp,12
32888,tcp,9
57108,udp,7
8408,icmp,18
6968,udp,9
15264,icmp,6
50592,icmp,6
41463,icmp,11
23183,udp,18
19988,tcp,18
44565,udp,16
5117,udp,9
1386,tcp,5
50769,tcp,8
59954,tcp,6
33338,icmp,9
5056,icmp,18
42894,icmp,7
12937,udp,9
24252,tcp,9
18591,tcp,11
28136,udp,7
58377,udp,17
23015,tcp,12
45084,icmp,5
41183,udp,9
21050,udp,8
36337,udp,9
31235,icmp,5
38148,icmp,7
36,icmp,7
46247,udp,13
12151,udp,5
25662,tcp,14
18568,tcp,10
29087,udp,14
64608,icmp,10
39442,icmp,5
22125,icmp,11
831,tcp,9
11399,udp,11
57503,icmp,10
38422,tcp,4
61160,tcp,11
57390,udp,9
44488,icmp,8
49696,icmp,10
61962,icmp,11
5762,icmp,14
60746,udp,9
45815,udp,12
34182,icmp,10
5901,icmp,9
30092,tcp,8
21574,udp,8
54051,udp,10
3284,udp,12
13288,icmp,13
3380,icmp,13
23579,udp,8
4177,icmp,13
28317,tcp,8
37051,udp,12
63727,icmp,9
41976,udp,10
31787,icmp,9
11809,udp,13
32562,udp,15
13648,tcp,6
19562,icmp,8
40592,udp,11
58364,tcp,15
59333,tcp,10
22239,tcp,12
7029,udp,14
47127,udp,6
9137,icmp,10
60890,tcp,8
11034,udp,12
64264,tcp,11
16405,udp,11
15858,tcp,14
1353,icmp,10
15523,udp,13
15122,tcp,9
24640,icmp,9
26810,tcp,10
18601,icmp,10
24459,tcp,13
43115,udp,15
8347,tcp,10
56314,tcp,11
17006,udp,14
15595,tcp,8
53024,tcp,6
33357,udp,14
47691,tcp,10
25314,udp,7
24835,udp,10
32586,udp,8
58278,icmp,13
1581,udp,11
25757,tcp,10
35832,udp,13
62998,icmp,7
30038,tcp,9
25700,icmp,11
28725,tcp,8
49988,tcp,8
41764,tcp,8
34638,icmp,14
25676,icmp,8
11180,udp,12
25226,udp,7
32049,icmp,10
48198,tcp,6
32947,tcp,9
47170,tcp,9
9470,udp,13
53206,tcp,8
1478,tcp,8
65500,udp,7
38565,tcp,13
6128,tcp,7
44388,tcp,11
60410,tcp,8
9720,tcp,14
22573,udp,6
38647,tcp,11
52621,icmp,8
7858,tcp,7
63443,icmp,9
20265,icmp,5
19052,udp,13
1296,udp,10
2448,udp,11
43376,tcp,9
16608,udp,13
50585,udp,8
31577,tcp,9
2974,udp,9
35801,udp,10
32693,udp,8
49045,tcp,3
25059,udp,7
34878,icmp,13
42210,tcp,10
27144,icmp,10
34545,icmp,7
62405,icmp,7
19056,icmp,8
1134,udp,6
37408,udp,9
52262,tcp,9
32138,udp,13
17520,udp,10
31314,udp,12
48883,tcp,15
18919,udp,10
37363,udp,12
9136,udp,10
9632,udp,13
54861,tcp,9
51308,udp,11
11495,tcp,11
5322,tcp,8
8690,tcp,13
58161,tcp,11
46698,tcp,11
5942,udp,7
34284,icmp,11
15792,udp,11
45341,icmp,9
14022,udp,10
8704,udp,9
37190,icmp,9
63669,tcp,4
32640,udp,11
8873,icmp,10
48791,tcp,11
51220,udp,13
10781,udp,8
46905,tcp,14
26594,icmp,3
29032,udp,14
39242,icmp,11
7095,tcp,9
35,udp,7
63151,icmp,9
53246,tcp,10
25599,icmp,5
48051,tcp,8
2735,udp,10
30679,tcp,4
29835,tcp,10
8960,tcp,7
48440,udp,5
6219,udp,10
2024,udp,9
29742,tcp,5
10426,udp,10
9527,udp,10
21450,tcp,5
36745,udp,7
24956,udp,8
41028,tcp,14
42104,icmp,14
40367,icmp,14
6170,icmp,13
22691,tcp,12
57663,icmp,8
43131,icmp,12
51630,icmp,9
20212,icmp,10
12939,icmp,8
26312,tcp,8
6338,icmp,11
26108,icmp,12
6548,udp,17
63850,udp,9
13658,tcp,10
2282,icmp,12
30555,tcp,8
64250,tcp,15
47274,icmp,8
10977,udp,6
4644,udp,11
1088,icmp,9
38548,udp,8
56646,tcp,12
25058,tcp,8
40061,tcp,16
50119,icmp,8
59193,udp,11
52803,udp,13
18395,icmp,8
45255,tcp,8
51318,tcp,13
37674,icmp,8
14987,udp,8
6075,tcp,8
7971,icmp,8
61241,udp,5
1457,icmp,8
64479,udp,6
54567,tcp,16
61732,tcp,8
62511,icmp,4
29244,icmp,12
54638,icmp,6
50352,tcp,11
62173,tcp,16
59973,tcp,12
48734,udp,15
62112,tcp,11
14405,tcp,10
34908,udp,9
57581,tcp,7
6992,icmp,11
56871,tcp,10
51199,tcp,9
45618,icmp,8
25688,icmp,9
61168,icmp,11
11289,tcp,17
29621,icmp,8
31464,udp,8
9264,tcp,14
43575,udp,5
65000,tcp,7
48118,icmp,6
59964,tcp,13
46594,udp,8
63724,icmp,13
57471,udp,11
14977,icmp,12
12065,icmp,6
48098,icmp,14
8026,udp,13
32184,icmp,7
13757,udp,8
20381,icmp,3
11008,tcp,11
44882,icmp,6
14872,icmp,10
3633,tcp,15
12584,tcp,20
2618,icmp,15
5766,tcp,16
21445,udp,9
28388,icmp,12
31986,tcp,14
51771,icmp,8
25198,udp,6
856,icmp,4
21273,tcp,9
54345,udp,13
20310,tcp,10
34447,tcp,11
45667,icmp,12
20521,icmp,6
46524,icmp,6
36445,icmp,12
51328,icmp,11
43615,tcp,13
44942,icmp,11
60085,icmp,7
37482,udp,5
9180,tcp,13
11295,icmp,7
61676,icmp,9
7771,tcp,6
40889,udp,8
9143,icmp,5
12853,udp,10
28450,udp,9
37621,icmp,7
51614,tcp,9
21664,tcp,7
42922,icmp,2
2251,icmp,12
64650,icmp,6
47534,tcp,9
21120,icmp,11
4956,tcp,8
8824,tcp,13
22501,icmp,13
12519,udp,9
32249,udp,11
64230,icmp,9
62451,tcp,12
60928,tcp,6
7920,tcp,11
55955,udp,12
65354,tcp,10
42349,icmp,14
61312,tcp,9
55851,tcp,11
25412,tcp,12
53226,udp,9
10347,udp,10
26140,tcp,8
27978,icmp,9
47024,tcp,11
57042,icmp,9
200,udp,9
11567,icmp,4
63725,tcp,12
33718,icmp,11
54301,icmp,4
58592,udp,8
45661,icmp,13
28042,icmp,13
29056,udp,8
54670,udp,9
13815,icmp,11
27443,tcp,7
60005,icmp,7
12166,tcp,4
1974,tcp,4
52205,tcp,10
65446,icmp,9
20240,icmp,14
61055,tcp,6
28520,icmp,10
16495,icmp,10
31706,icmp,6
59219,tcp,7
25485,icmp,7
38057,icmp,9
2429,tcp,17
29515,udp,8
13079,icmp,12
19255,udp,7
27187,icmp,11
24610,tcp,8
15243,icmp,6
12698,icmp,7
41953,icmp,9
62709,icmp,8
55773,tcp,14
25850,udp,7
5904,icmp,12
34162,udp,7
42833,icmp,13
53643,tcp,6
22865,tcp,9
1124,tcp,6
36622,icmp,12
12085,udp,6
58688,tcp,10
26240,tcp,10
21667,udp,7
13880,icmp,9
64185,icmp,12
50519,tcp,6
52875,tcp,16
48760,icmp,10
36624,tcp,8
54747,udp,7
184,tcp,8
4546,tcp,12
5895,udp,10
27367,tcp,9
24592,udp,7
61466,udp,11
34841,tcp,7
28616,icmp,4
63492,udp,13
63805,tcp,6
59669,udp,7
62063,icmp,8
50807,tcp,7
63688,udp,12
31447,tcp,7
43241,icmp,10
27263,tcp,14
12331,tcp,6
57528,icmp,15
65243,tcp,6
62333,icmp,8
9283,icmp,10
58991,udp,9
28168,udp,5
64755,udp,10
16478,tcp,11
51518,tcp,9
51275,icmp,11
25612,icmp,7
54723,udp,9
57638,tcp,11
62972,icmp,13
54884,tcp,14
34350,icmp,5
17215,icmp,9
12816,icmp,10
50010,icmp,12
49389,udp,6
8371,tcp,10
6368,tcp,12
49860,tcp,16
43209,tcp,13
29672,tcp,5
42539,udp,8
45297,tcp,13
59797,udp,9
28779,icmp,10
28518,udp,11
10112,udp,7
15331,tcp,8
62791,tcp,11
48852,tcp,5
52591,udp,11
30182,icmp,9
7250,tcp,14
31093,tcp,10
63024,tcp,7
54567,udp,10
59046,tcp,7
20349,icmp,10
6343,icmp,6
44525,icmp,9
58957,tcp,10
812,udp,13
16311,udp,12
37268,tcp,14
22942,icmp,14
45882,tcp,7
18485,tcp,13
50474,tcp,8
9828,tcp,14
7831,udp,10
44148,tcp,11
15915,udp,8
13755,icmp,12
28391,icmp,5
37008,icmp,8
29537,icmp,5
63093,tcp,9
9047,tcp,7
53699,tcp,6
31472,icmp,8
13930,udp,13
64391,tcp,10
46232,udp,7
5691,icmp,5
56159,icmp,7
49848,tcp,9
45429,udp,10
13769,tcp,13
49520,tcp,14
10048,udp,8
22573,icmp,10
45874,icmp,6
2392,udp,12
63813,icmp,7
24298,tcp,7
13763,icmp,9
40195,icmp,11
34175,icmp,9
31838,udp,17
61611,icmp,7
6931,tcp,8
62581,udp,7
13931,udp,9
50010,tcp,14
8395,icmp,6
60761,tcp,13
55338,tcp,10
14042,tcp,10
41431,icmp,7
56544,udp,10
31208,tcp,8
10694,icmp,11
53624,icmp,10
5667,udp,11
26266,udp,10
46973,udp,13
55993,icmp,12
42519,icmp,6
58130,tcp,9
30034,icmp,7
23745,icmp,10
55283,tcp,5
43486,tcp,7
3707,icmp,12
55941,udp,13
30321,tcp,9
45471,udp,13
26730,icmp,8
38515,tcp,9
48678,icmp,11
44451,tcp,5
22377,udp,6
5795,icmp,10
46340,udp,9
57082,udp,9
16363,tcp,9
178,icmp,9
57229,udp,12
778,tcp,9
57076,icmp,7
17944,tcp,8
1520,udp,10
15935,icmp,8
43380,icmp,10
22007,icmp,7
15136,tcp,10
31489,tcp,9
310,icmp,13
60486,udp,6
20311,icmp,9
60256,icmp,8
13819,icmp,14
34245,udp,7
40359,udp,13
52467,tcp,8
62688,tcp,8
17918,udp,8
47192,tcp,12
12882,udp,12
23524,icmp,10
13818,tcp,6
36961,udp,12
15571,tcp,8
10849,udp,8
15715,tcp,8
18714,tcp,9
310,tcp,16
7593,udp,8
30737,udp,7
64897,icmp,12
13429,udp,7
40569,icmp,13
48701,tcp,8
11083,udp,13
33313,tcp,9
62105,udp,18
14388,udp,11
26969,icmp,8
50336,icmp,7
11316,udp,6
60616,tcp,11
63354,udp,5
25852,icmp,10
58671,udp,10
52189,tcp,7
27215,udp,8
65284,tcp,11
52225,icmp,12
53702,tcp,9
6990,tcp,5
33685,icmp,7
8219,icmp,6
49204,tcp,9
16067,udp,10
2994,tcp,4
2367,udp,7
63132,tcp,7
56136,udp,6
62552,tcp,10
3086,tcp,8
8648,tcp,6
26270,tcp,10
64093,icmp,7
50273,udp,9
65396,icmp,8
45531,tcp,5
64353,icmp,11
65315,tcp,9
58448,tcp,9
41396,icmp,12
61214,icmp,13
64241,tcp,9
6475,tcp,11
62400,icmp,12
45692,udp,10
29407,icmp,10
43239,icmp,11
56665,icmp,11
43043,udp,7
50090,udp,6
62427,udp,8
17586,udp,6
12252,udp,5
65470,udp,7
20046,tcp,8
12667,icmp,11
5877,tcp,7
47771,icmp,5
24872,tcp,9
63218,icmp,7
11170,icmp,7
46911,icmp,10
29069,tcp,10
33538,tcp,10
18131,udp,8
49957,icmp,7
2964,icmp,5
55215,icmp,7
44355,udp,7
11676,tcp,11
65499,udp,8
3480,udp,9
8835,tcp,9
47506,tcp,5
61434,tcp,9
33227,tcp,13
16535,icmp,7
32803,icmp,15
22705,tcp,11
21915,icmp,4
54505,udp,9
14975,tcp,11
44953,tcp,12
2503,tcp,10
37471,tcp,9
50968,tcp,16
12392,udp,5
26361,tcp,11
32712,icmp,8
10024,icmp,10
30697,tcp,13
20895,udp,8
10958,tcp,9
3556,icmp,8
28327,tcp,11
60325,icmp,9
43125,tcp,10
45691,icmp,6
21387,udp,9
41414,tcp,11
11773,icmp,10
52962,udp,12
35041,udp,7
54864,icmp,10
56981,tcp,11
1382,icmp,9
42165,icmp,9
20205,udp,16
62590,tcp,8
59542,icmp,9
14255,udp,10
47779,udp,11
41347,tcp,9
49280,icmp,14
232,icmp,9
1411,tcp,6
32536,icmp,6
2976,udp,10
20848,udp,13
42055,tcp,12
39154,udp,7
44750,udp,11
40479,udp,9
21803,icmp,6
40866,udp,8
18592,tcp,7
29403,tcp,4
21187,icmp,7
11505,tcp,12
10652,udp,8
26937,tcp,5
39843,icmp,8
19958,tcp,8
48465,tcp,11
34376,udp,5
23294,udp,12
12948,tcp,14
30293,icmp,9
7019,tcp,8
17619,icmp,10
13340,icmp,6
52678,udp,8
40473,udp,14
42231,icmp,7
11265,tcp,9
6998,tcp,7
63281,udp,6
65355,udp,9
10888,udp,13
33361,udp,12
20059,udp,11
63031,tcp,4
40938,udp,8
43298,icmp,6
6457,tcp,10
19844,icmp,7
49155,icmp,17
3043,tcp,11
19682,udp,9
29204,udp,9
54124,tcp,5
27294,tcp,12
16727,tcp,7
2176,tcp,9
4974,udp,12
20832,tcp,5
42634,udp,6
53394,icmp,9
37976,udp,6
16242,icmp,7
4768,udp,13
1361,tcp,9
34401,tcp,9
40977,udp,10
34490,udp,6
18912,udp,8
4928,tcp,5
21679,udp,13
19570,udp,12
7249,udp,11
53394,udp,11
31868,icmp,6
62889,udp,7
47332,tcp,2
31838,tcp,8
55950,udp,12
35954,icmp,11
45385,tcp,10
5035,tcp,13
22668,tcp,3
50762,tcp,9
64046,udp,10
54054,icmp,3
60700,tcp,11
61432,icmp,10
56883,udp,11
38214,tcp,10
37666,tcp,8
46860,tcp,9
48677,tcp,9
15651,icmp,12
47216,udp,8
17598,icmp,5
58635,icmp,10
59471,udp,14
28004,icmp,14
13798,udp,5
58513,icmp,12
62920,tcp,7
7597,udp,8
32522,udp,10
7723,tcp,10
20512,tcp,13
44483,icmp,10
29773,icmp,12
7702,udp,10
5097,icmp,8
39699,tcp,11
56308,udp,13
21755,icmp,9
49721,tcp,8
54351,icmp,5
39300,udp,5
26235,tcp,14
37234,tcp,12
31479,udp,4
44702,udp,8
23033,icmp,8
3354,udp,9
33222,tcp,10
31472,tcp,7
45320,icmp,9
58116,icmp,7
21420,tcp,10
23666,icmp,3
39977,tcp,10
53083,icmp,10
10374,tcp,7
63657,icmp,9
58971,tcp,8
47416,tcp,12
59867,icmp,10
48720,udp,7
47107,udp,7
14487,udp,7
53985,udp,5
42523,tcp,13
7116,icmp,11
5715,udp,12
47026,icmp,7
20525,tcp,12
12406,tcp,9
25497,tcp,10
30772,tcp,7
17255,icmp,8
59614,icmp,5
51614,udp,8
27872,tcp,6
23271,udp,6
36451,icmp,14
44918,udp,9
61711,udp,4
23760,icmp,9
61664,tcp,8
5673,icmp,4
16540,icmp,8
10100,icmp,4
37792,icmp,3
45551,tcp,5
5451,udp,4
21604,tcp,5
4026,tcp,10
27208,icmp,12
7533,udp,9
41336,icmp,9
59927,udp,7
49489,udp,8
48342,icmp,14
30626,tcp,13
63029,udp,6
57317,icmp,7
28370,tcp,6
656,udp,7
45805,tcp,7
45341,udp,13
36726,icmp,6
22893,udp,6
30269,tcp,10
28215,udp,11
36869,icmp,8
27960,tcp,10
11622,tcp,10
33622,udp,10
5011,tcp,9
48492,icmp,11
57704,udp,8
37078,icmp,7
64442,tcp,6
21301,udp,11
42135,icmp,3
21191,tcp,5
6480,icmp,7
49300,udp,6
49716,tcp,10
48284,icmp,7
43634,udp,8
54436,tcp,8
27027,tcp,10
31565,tcp,10
47569,udp,6
10168,udp,6
6586,tcp,9
4719,icmp,10
27195,tcp,8
34508,icmp,8
33439,icmp,15
49791,tcp,4
62259,tcp,14
4829,tcp,7
55216,udp,12
25379,udp,9
6681,icmp,6
65518,tcp,11
10581,udp,8
32379,tcp,13
12132,udp,11
39858,tcp,7
62694,icmp,9
50348,icmp,14
48813,udp,6
21139,udp,8
60129,icmp,12
56827,tcp,4
60939,icmp,7
14782,udp,9
45639,tcp,4
33422,udp,5
29648,tcp,8
55829,icmp,9
26753,udp,11
44359,udp,10
62011,tcp,4
22346,tcp,10
61217,icmp,11
46604,udp,10
19549,icmp,11
689,icmp,12
57901,udp,9
28620,tcp,9
22925,udp,11
13235,udp,7
21460,icmp,9
3352,icmp,10
1853,tcp,13
10240,udp,6
9507,icmp,4
23103,icmp,7
28632,tcp,8
53391,udp,9
48776,udp,10
34619,udp,5
2901,tcp,9
59416,tcp,7
37235,icmp,9
57952,udp,5
42562,icmp,11
38056,udp,11
10516,udp,4
49370,udp,8
31690,tcp,7
13375,udp,13
1833,tcp,8
26884,icmp,7
60312,udp,5
56119,udp,10
15692,udp,8
50943,udp,10
43652,icmp,13
1086,tcp,9
63540,tcp,7
58911,udp,3
60895,tcp,6
38545,udp,3
18756,udp,12
2356,icmp,7
45646,udp,13
1546,tcp,8
31583,icmp,8
52453,udp,6
45565,icmp,7
18660,tcp,12
27051,icmp,14
32797,udp,6
23086,tcp,8
27069,tcp,5
43576,udp,7
28746,icmp,5
4527,tcp,7
21442,icmp,9
24675,tcp,6
11128,udp,8
14693,tcp,12
57687,udp,8
40164,tcp,9
37546,icmp,6
39574,icmp,11
55105,tcp,10
53479,tcp,8
5514,tcp,6
19316,tcp,11
54370,udp,6
26769,tcp,7
44709,tcp,8
52785,icmp,7
7087,icmp,8
51160,tcp,10
4905,icmp,6
13104,icmp,6
29416,udp,6
11927,udp,12
7439,tcp,5
4113,tcp,9
43411,tcp,7
36364,icmp,7
51448,udp,11
1938,tcp,11
54362,icmp,7
65046,udp,8
59350,tcp,3
42872,icmp,11
58037,tcp,7
58739,icmp,9
885,tcp,10
10463,icmp,10
56446,icmp,8
19912,udp,11
56329,udp,9
8766,icmp,6
11598,tcp,8
20594,tcp,10
44480,icmp,10
19467,tcp,7
19636,udp,11
3049,tcp,10
44427,udp,7
3227,udp,12
56261,icmp,7
14061,icmp,9
14462,icmp,7
53762,udp,8
7793,icmp,12
36726,tcp,8
5292,icmp,8
20858,udp,7
58124,udp,7
63398,tcp,8
41514,tcp,11
20716,udp,9
39778,tcp,11
25069,udp,8
56970,tcp,12
18677,tcp,6
746,icmp,6
56708,tcp,10
50912,udp,6
2771,udp,10
61142,tcp,7
25548,tcp,8
24796,icmp,10
22672,udp,9
21986,tcp,8
63684,udp,14
43799,tcp,5
52869,udp,5
54976,udp,8
17465,tcp,9
8412,udp,12
5966,udp,4
35968,udp,8
480,udp,7
45451,icmp,7
56558,icmp,2
61716,tcp,10
25803,tcp,8
12548,tcp,7
30021,udp,12
42249,icmp,6
38423,tcp,12
3369,tcp,6
525,udp,8
31342,udp,6
2857,tcp,5
6429,icmp,11
60929,tcp,9
8369,udp,7
27435,udp,11
20526,udp,7
62239,icmp,8
1936,icmp,9
10781,tcp,5
48046,tcp,4
42955,icmp,5
38912,udp,7
2611,icmp,7
44519,udp,7
60628,icmp,9
26139,udp,12
30696,icmp,7
16391,udp,8
53855,udp,6
6672,tcp,9
39201,tcp,9
43684,icmp,8
57788,tcp,8
51919,icmp,9
49545,icmp,9
3717,udp,14
34284,tcp,5
27466,udp,8
57175,tcp,7
36555,udp,6
14985,udp,8
45046,tcp,4
28853,icmp,6
44175,tcp,12
54262,tcp,9
53292,udp,7
10211,icmp,9
20417,udp,7
27503,tcp,6
44499,icmp,9
19396,udp,9
11096,udp,8
31769,icmp,10
51372,tcp,13
52600,udp,8
13781,udp,11
3528,icmp,8
64487,icmp,9
62357,tcp,7
37074,udp,11
42710,icmp,3
9528,icmp,9
58309,udp,10
51271,tcp,8
3177,icmp,10
49712,udp,11
6600,icmp,4
37390,tcp,9
28242,tcp,7
3784,udp,10
19117,udp,9
34461,udp,6
34377,tcp,5
2212,udp,10
14595,udp,5
42757,icmp,6
25355,tcp,7
34165,icmp,12
21691,icmp,13
1569,udp,7
42536,tcp,5
9902,tcp,12
10107,udp,6
16106,udp,4
3805,tcp,4
5495,tcp,7
56644,udp,11
13341,udp,8
27718,tcp,3
64248,tcp,11
10623,udp,8
24813,icmp,4
7434,tcp,11
54456,icmp,9
64993,icmp,12
38508,tcp,9
53163,udp,9
38332,icmp,5
53864,tcp,6
14354,icmp,11
59099,icmp,9
44081,udp,11
62229,udp,12
25644,tcp,9
20840,tcp,12
59812,tcp,6
15169,udp,9
62385,udp,8
28135,udp,8
49335,udp,8
3907,icmp,12
4986,icmp,10
32024,udp,14
54264,icmp,7
13038,tcp,7
47338,icmp,6
60017,udp,8
236,udp,5
18839,udp,3
59025,udp,8
1776,icmp,5
34161,icmp,5
25539,udp,8
5479,udp,8
26217,tcp,12
40684,icmp,5
46145,icmp,12
47787,icmp,6
43252,udp,6
23466,tcp,9
13989,icmp,9
3154,udp,9
47118,tcp,10
41851,tcp,15
43121,udp,7
46770,tcp,12
4672,tcp,11
62004,udp,9
22755,udp,10
12450,icmp,13
38021,icmp,4
4075,tcp,7
15970,udp,5
6550,icmp,6
24308,udp,3
8536,icmp,7
63262,tcp,10
62249,udp,8
55820,udp,12
5966,icmp,13
27211,udp,6
34341,udp,7
65201,icmp,11
4199,icmp,10
43953,udp,12
5245,udp,7
50158,udp,10
3333,tcp,11
25182,icmp,12
28174,icmp,11
36702,udp,11
48410,tcp,8
29629,tcp,6
16202,udp,11
25621,udp,10
32052,udp,9
20558,tcp,13
59328,udp,9
63424,tcp,7
42958,icmp,6
52243,icmp,10
43665,udp,11
17497,tcp,7
38152,icmp,10
3075,icmp,9
2397,icmp,13
45868,udp,2
34982,tcp,9
7928,icmp,9
54592,icmp,7
60536,udp,3
56300,tcp,7
504,tcp,9
42225,udp,9
49042,icmp,9
61467,udp,8
32269,tcp,8
61770,udp,11
13063,tcp,14
47081,udp,11
49365,icmp,5
48164,icmp,9
12221,udp,5
52200,udp,9
24593,icmp,12
31489,icmp,13
23569,udp,8
37529,udp,7
41342,udp,8
35913,udp,5
5321,icmp,3
21427,udp,10
22659,udp,11
9877,icmp,10
55057,tcp,10
21130,icmp,8
29116,icmp,10
26390,icmp,9
21785,tcp,12
44990,tcp,3
38152,tcp,12
43591,icmp,5
45657,udp,9
37653,tcp,8
19509,tcp,6
43772,tcp,9
23320,tcp,10
24103,tcp,6
862,icmp,13
8389,tcp,16
34106,udp,10
1896,tcp,6
64883,udp,7
7991,icmp,10
63886,icmp,7
27086,udp,13
34653,tcp,4
61280,tcp,11
37615,udp,11
33591,udp,3
30381,udp,4
50692,tcp,5
51481,udp,12
43473,tcp,4
12300,icmp,6
35256,icmp,10
59675,icmp,6
24779,udp,9
53801,udp,8
14158,icmp,7
6010,icmp,3
15731,icmp,9
22534,icmp,5
33815,tcp,7
5052,icmp,9
41462,tcp,7
62248,tcp,12
62369,udp,8
20216,tcp,11
30375,udp,11
15082,udp,9
25001,tcp,8
53103,icmp,9
16182,icmp,11
47610,udp,12
18214,udp,8
806,icmp,7
53524,udp,8
57986,tcp,4
52139,icmp,5
25519,tcp,5
7399,icmp,8
19935,icmp,11
28532,icmp,4
36149,udp,6
43388,tcp,11
59340,tcp,7
22962,tcp,12
7170,tcp,8
1354,tcp,9
14411,tcp,10
44671,tcp,12
12293,udp,5
23864,icmp,3
17171,tcp,7
44600,icmp,14
56210,icmp,9
28773,icmp,8
12602,icmp,10
63316,udp,13
23748,icmp,9
48507,udp,8
57678,udp,9
25587,udp,10
6330,icmp,6
29673,udp,5
247,tcp,10
55501,udp,8
3831,tcp,6
42005,tcp,8
14802,icmp,6
25794,icmp,13
44798,udp,12
34609,udp,8
13930,icmp,7
15653,icmp,8
33480,tcp,7
25228,udp,3
64091,icmp,6
23360,udp,9
21047,tcp,3
26531,udp,4
15937,icmp,4
56804,tcp,9
39804,udp,13
8062,tcp,8
10392,tcp,9
62742,tcp,10
12036,udp,6
32009,udp,9
29125,icmp,7
38884,tcp,10
52236,icmp,9
29956,tcp,5
42943,udp,10
64957,icmp,5
34201,udp,7
21070,icmp,4
34014,tcp,8
20244,tcp,9
62986,icmp,14
39461,udp,10
61021,tcp,5
10430,udp,8
24250,tcp,3
25372,tcp,11
52969,tcp,6
51849,udp,5
34012,tcp,12
30295,udp,7
20946,tcp,13
38997,udp,7
28497,tcp,11
39256,tcp,8
64042,icmp,9
31807,udp,8
36789,icmp,13
44361,udp,10
43167,udp,7
